Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
22-30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99,Philippines,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,32,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
31-50,Local-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,MoreThan50K
18-21,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Male,40,United-States,LessThan50K
22-30,Private,11th,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,25,United-States,LessThan50K
22-30,Private,Assoc-acdm,Separated,Craft-repair,Not-in-family,Other,Female,40,United-States,LessThan50K
>50,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,18-21,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-spouse-absent,Tech-support,Own-child,Asian-Pac-Islander,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,Japan,LessThan50K
>50,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,MoreThan50K
22-30,Private,Assoc-voc,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,30,United-States,LessThan50K
22-30,Private,11th,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,35,India,LessThan50K
22-30,Self-emp-inc,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,50,Mexico,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,53,United-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,12th,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,White,Female,45,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,60,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,39,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Wife,Black,Female,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,LessThan50K
31-50,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Unmarried,Other,Female,28,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Transport-moving,Unmarried,White,Female,44,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Assoc-acdm,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,35,Poland,LessThan50K
>50,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,32,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,LessThan50K
22-30,Private,Prof-school,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,?,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
18-21,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,Male,10,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,United-States,LessThan50K
31-50,Private,1st-4th,Never-married,Exec-managerial,Own-child,White,Male,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,34,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,LessThan50K
>50,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Other-service,Other-relative,White,Male,16,United-States,LessThan50K
31-50,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,55,United-States,MoreThan50K
31-50,State-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,MoreThan50K
31-50,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,36,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,55,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,MoreThan50K
18-21,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,United-States,LessThan50K
>50,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,LessThan50K
31-50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,MoreThan50K
31-50,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,60,Canada,LessThan50K
>50,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,56,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,50,Mexico,LessThan50K
22-30,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,Other,Female,40,United-States,LessThan50K
>50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,Mexico,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,MoreThan50K
<18,?,11th,Never-married,?,Own-child,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,LessThan50K
31-50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,50,England,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
18-21,Private,11th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,5th-6th,Never-married,Priv-house-serv,Other-relative,White,Female,40,El-Salvador,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Self-emp-inc,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,18-21,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
18-21,Federal-gov,Some-college,Never-married,Tech-support,Own-child,Black,Male,18-21,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,LessThan50K
31-50,Local-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,28,United-States,LessThan50K
31-50,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,50,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,52,United-States,LessThan50K
>50,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,Black,Female,37,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Male,32,Haiti,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,MoreThan50K
>50,Private,HS-grad,Divorced,Exec-managerial,Other-relative,White,Female,45,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,22,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,LessThan50K
31-50,Private,11th,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,43,Germany,LessThan50K
31-50,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,30,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Other,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Widowed,Tech-support,Unmarried,White,Female,38,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,18-21,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
22-30,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,?,LessThan50K
22-30,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,36,United-States,MoreThan50K
31-50,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,60,United-States,LessThan50K
>50,Local-gov,Some-college,Widowed,Adm-clerical,Other-relative,White,Female,25,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
>50,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Mexico,LessThan50K
>50,Private,7th-8th,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,18-21,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,45,United-States,LessThan50K
22-30,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,Poland,LessThan50K
31-50,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,?,MoreThan50K
>50,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,LessThan50K
22-30,State-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,MoreThan50K
>50,Private,11th,Divorced,Other-service,Unmarried,White,Female,36,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,27,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
18-21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,32,?,MoreThan50K
<18,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,LessThan50K
31-50,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,50,United-States,LessThan50K
>50,Local-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,44,United-States,LessThan50K
>50,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
31-50,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,5th-6th,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,40,Mexico,LessThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,LessThan50K
>50,Private,11th,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,34,United-States,LessThan50K
31-50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,MoreThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,28,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,40,Philippines,MoreThan50K
>50,?,Some-college,Widowed,?,Not-in-family,White,Female,25,United-States,LessThan50K
22-30,?,Some-college,Never-married,?,Unmarried,White,Female,35,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,28,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,MoreThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,16,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,LessThan50K
31-50,Self-emp-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
>50,Private,12th,Widowed,Sales,Not-in-family,White,Female,30,United-States,LessThan50K
>50,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,United-States,LessThan50K
>50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
18-21,?,10th,Never-married,?,Own-child,Black,Male,25,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,46,United-States,LessThan50K
31-50,State-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,37,Hong,LessThan50K
>50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99,South,LessThan50K
>50,?,Some-college,Married-civ-spouse,?,Husband,White,Male,30,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,MoreThan50K
>50,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,30,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Male,60,United-States,MoreThan50K
31-50,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Mexico,LessThan50K
31-50,Local-gov,5th-6th,Never-married,Other-service,Unmarried,Other,Female,40,El-Salvador,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,United-States,LessThan50K
31-50,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,LessThan50K
31-50,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,32,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,15,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,25,United-States,LessThan50K
22-30,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,MoreThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,MoreThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,MoreThan50K
31-50,?,Some-college,Married-civ-spouse,?,Wife,White,Female,6,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,MoreThan50K
31-50,Federal-gov,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,MoreThan50K
31-50,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,57,Canada,MoreThan50K
18-21,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Female,40,United-States,LessThan50K
<18,Local-gov,11th,Never-married,Adm-clerical,Own-child,White,Female,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Never-married,Other-service,Own-child,White,Female,50,United-States,LessThan50K
31-50,Private,Some-college,Separated,Sales,Not-in-family,White,Male,42,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,40,?,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
